"city","country","roundabout_count"
"Seaford Meadows","Australia",6
"Sebring","United States",6
"Seinäjoki","Finland",6
"Shannon","Ireland",6
"Slingerlands","United States",6
"Snellville","United States",6
"Sochi","Russia",6
"South Albury","Australia",6
"South Hedland","Australia",6
"South Miami","United States",6
"South Padre Island","United States",6
"Spring Hill","United States",6
"Spruce Grove","Canada",6
"St Albert","Canada",6
"St Paul","United States",6
"Stanford","United States",6
"Sugar Land","United States",6
"Superior","United States",6
"São Sebastião","Portugal",6
"Sør-Odal","Norway",6
"Tacoma","United States",6
"Tavares","United States",6
"Thief River Falls","United States",6
"Thurgoona","Australia",6
"Tomsk","Russia",6
"Toronto","Canada",6
"Traralgon","Australia",6
"Tripoli","Lebanon",6
"Ussuriysk","Russia",6
"Utica","United States",6
"Vail","United States",6
"Valdosta","United States",6
"Vienna","Austria",6
"Wangara","Australia",6
"Warwick","United States",6
"Washougal","United States",6
"Waxhaw","United States",6
"Welkom","South Africa",6
"Wenatchee","United States",6
"West Thurrock","United Kingdom",6
"Widnes","United Kingdom",6
"Williston","United States",6
"Winona","United States",6
"Woippy","France",6
"Woodinville","United States",6
"Woodstock","United States",6
"Yakima","United States",6
"Yanchep","Australia",6
"Ypsilanti","United States",6
"Ås","Norway",6
"Abakan","Russia",5
"Abbotsford","Canada",5
"Acworth","United States",5
"Addis Ababa","Ethiopia",5
"Akron","United States",5
"Alexandra Hills","Australia",5
"Aliso Viejo","United States",5
"Allen","United States",5
"Altona","Australia",5
"Amarillo","United States",5
"American Fork","United States",5
"Amsterdam","Netherlands",5
"Appleton","United Kingdom",5
"Arendal","Norway",5
"Armadale","Australia",5
"Arninge","Sweden",5
"Ashland","United States",5
"Ballenger Creek","United States",5
"Ballymena","United Kingdom",5
"Bangor","United Kingdom",5
"Banksia Beach","Australia",5
"Bardmoor","United States",5
"Bargersville","United States",5
"Barnaul","Russia",5
"Basel","Switzerland",5
"Bedford","United States",5
"Bel Air South","United States",5
"Bendigo","Australia",5
"Benton","United States",5
"Berkeley","Australia",5
"Berthoud","United States",5
"Birobidzhan","Russia",5
"Bli Bli","Australia",5
"Blue Ash","United States",5
"Brambleton","United States",5
"Brentwood","United States",5
"Bridgeville","United States",5
"Bridgewater","Australia",5
"Brisbane Airport","Australia",5
"Broadfield North","United Kingdom",5
"Broomfield","United States",5
"Buderim","Australia",5
"Bundaberg Central","Australia",5
"Burleson","United States",5
"Burpengary","Australia",5
"Byfleet","United Kingdom",5
"Callao","Peru",5
"Cannock","United Kingdom",5
"Carei","Romania",5
"Carlisle","Australia",5
"Cartersville","United States",5
"Carthage","United States",5
"Castle Pines","United States",5
"Cecil Hills","Australia",5
"Central Coast","Australia",5
"Cherrybrook","Australia",5
"Chester","United States",5
"Cranbourne East","Australia",5
"Crayford","United Kingdom",5
"Cumberland","United States",5
"Czechowice-Dziedzice","Poland",5
"Dacula","United States",5
"Dartford","United Kingdom",5
"Darwin","Australia",5
"Davidson","United States",5
"Davyhulme East","United Kingdom",5
"Debrecen","Hungary",5
"Deer Park","United States",5
"Deerfield Beach","United States",5
"Deeside Industrial Park","United Kingdom",5
"Delft","Netherlands",5
"Douglas","Isle of Man",5
"Drammen","Norway",5
"Dublin (Ireland)","Ireland",5
"Dudley","United Kingdom",5
"Duluth","United States",5
"Dunlop","Australia",5
"Eagan","United States",5
"East Wenatchee","United States",5
"Edwards","United States",5
"Eersel","Netherlands",5
"Erskine","United Kingdom",5
"Esbjerg","Denmark",5
"Fairfield","United States",5
"Ferntree Gully","Australia",5
"Flamingo Park","United States",5
"Flinders","Australia",5
"Forest Lake","Australia",5
"Forster","Australia",5
"Frankfurt","Germany",5
"Frouard","France",5
"Fuente de Cantos","Spain",5
"Fulton","United States",5
"Gaillard","France",5
"Gilmore","United States",5
"Glen Innes","Australia",5
"Glenwood Springs","United States",5
"Gliwice","Poland",5
"Gorham","United States",5
"Grandview","United States",5
"Granger","United States",5
"Granville","Australia",5
"Halden","Norway",5
"Hamilton","Australia",5
"Hardeeville","United States",5
"Hays","United States",5
"Helenelund","Sweden",5
"Hendersonville","United States",5
"Highland","United States",5
"Hilton Head Island","United States",5
"Hobe Sound","United States",5
"Hodonín","Czechia",5
"Holly Springs","United States",5
"Horningsea Park","Australia",5
"Hägersten","Sweden",5
"Höör","Sweden",5
"Imatra","Finland",5
"Immokalee","United States",5
"Jensen Beach","United States",5
"Jessup","United States",5
"Johnstown","United States",5
"Juneau","United States",5
"Järva","Sweden",5
"Katy","United States",5
"Keene","United States",5
"Keller","United States",5
"Kemi","Finland",5
"Kernersville","United States",5
"Kew","Australia",5
"Kiama","Australia",5
"Kilkenny","Ireland",5
"Kincumber","Australia",5
"Knightdale","United States",5
"Konak","Turkey",5
"Krasnoyarsk","Russia",5
"Kävlinge","Sweden",5
"Labin","Croatia",5
"Lakewood Ranch","United States",5
"Lee's Summit","United States",5
"Lewisville","United States",5
"Lochbuie","United States",5
"London","United Kingdom",5
"Lutz","United States",5
"Luxembourg","Luxembourg",5
"Mango Hill","Australia",5
"Manteca","United States",5
"Marsden","Australia",5
"Mason","United States",5
"Mawson Lakes","Australia",5
"McAllen","United States",5
"Mediterra","United States",5
"Melton West","Australia",5
"Merced","United States",5
"Metz","France",5
"Mile End","United Kingdom",5
"Millsboro","United States",5
"Montreal","Canada",5
"Morogoro","Tanzania",5
"Moruya","Australia",5
"Moses Lake","United States",5
"Moss","Norway",5
"Mount Horeb","United States",5
"Naas","Ireland",5
"Nakhodka","Russia",5
"Nesoddtangen","Norway",5
"New Bern","United States",5
"New Port Richey","United States",5
"New Ulm","United States",5
"Nitra","Slovakia",5
"Nocatee","United States",5
"Nootdorp","Netherlands",5
"North Bend","United States",5
"North Charleston","United States",5
"North Liberty","United States",5
"North Saanich","Canada",5
"Northfield Township","United States",5
"Nowy Dwór Mazowiecki","Poland",5
"Oakton","United States",5
"Olean","United States",5
"Onalaska","United States",5
"Oregon","United States",5
"Oświęcim","Poland",5
"Pacific Pines","Australia",5
"Palm Desert","United States",5
"Papamoa","New Zealand",5
"Parque das Nações","Portugal",5
"Parrearra","Australia",5
"Payson","United States",5
"Perm","Russia",5
"Pleasant Prairie","United States",5
"Port Orchard","United States",5
"Portsmouth","United States",5
"Pueblo","United States",5
"Raisio","Finland",5
"Red Deer County","Canada",5
"Regina","Canada",5
"Rehoboth Beach","United States",5
"Reuver","Netherlands",5
"Roberts","United States",5
"Robina","Australia",5
"Rochdale","United Kingdom",5
"Rocklin","United States",5
"Rotebro","Sweden",5
"Rotnes","Norway",5
"Roxburgh Park","Australia",5
"Runcorn","United Kingdom",5
"Rutherford","Australia",5
"Saida Dekerman","Lebanon",5
"Saint Paul's Bay (Malta)","Malta",5
"Sala","Sweden",5
"Sale","Australia",5
"Salzburg","Austria",5
"San Mateo Park","United States",5
"San Miguel de Abona","Spain",5
"Santa Barbara","United States",5
"Santiago do Cacém","Portugal",5
"Schoonhoven","Netherlands",5
"Sedro-Woolley","United States",5
"Selbyville","United States",5
"Shasta Hanchett Park","United States",5
"Silkeborg","Denmark",5
"Singapore (Singapore)","Singapore",5
"Sioux Falls","United States",5
"Somerville","United States",5
"Sour","Lebanon",5
"South Mackay","Australia",5
"South Penrith","Australia",5
"Southend-on-Sea","United Kingdom",5
"Southfield","United States",5
"Spanish Fork","United States",5
"Spokane Valley","United States",5
"Spring Lake","United States",5
"Springdale","United States",5
"St John","United States",5
"Stirling","Australia",5
"Stockbridge","United States",5
"Stratford-upon-Avon","United Kingdom",5
"Success","Australia",5
"Summerville","United States",5
"Summit","United States",5
"Sunbury","Australia",5
"Svedala","Sweden",5
"Swifterbant","Netherlands",5
"Szigetszentmiklós","Hungary",5
"Szombathely","Hungary",5
"Sävedalen","Sweden",5
"Sønderborg","Denmark",5
"Tawa Flat","New Zealand",5
"Te Puke","New Zealand",5
"Thompsons Station","United States",5
"Thornton","Australia",5
"Tigre","Argentina",5
"Townsend","United States",5
"Townsville","Australia",5
"Traverse City","United States",5
"Trois-Rivières","Canada",5
"Tulsa","United States",5
"Tychy","Poland",5
"Täby Kyrkby","Sweden",5
"Umina Beach","Australia",5
"Union Park","United States",5
"Urbandale","United States",5
"Valbo","Sweden",5
"Valdés","Spain",5
"Valmadrera","Italy",5
"Vernon","Canada",5
"Vestnes","Norway",5
"Villafranca de los Barros","Spain",5
"Virginia Footills","United States",5
"Visalia","United States",5
"Walla Walla","United States",5
"Wanganui","New Zealand",5
"Wantirna South","Australia",5
"Warrington","United Kingdom",5
"Warsaw","United States",5
"Warwick","Australia",5
"Watford City","United States",5
"Wattle Grove","Australia",5
"Werribee","Australia",5
"West Bend","United States",5
"Whitianga","New Zealand",5
"Windermere","United States",5
"Wonthaggi","Australia",5
"Wood Buffalo","Canada",5
"Woolgoolga","Australia",5
"Worcester","United States",5
"Woy Woy","Australia",5
"Wyong","Australia",5
"Yamba","Australia",5
"Yeppoon","Australia",5
"Yoshkar-Ola","Russia",5
"Zug","Switzerland",5
"Ödåkra-Väla","Sweden",5
"Aabenraa","Denmark",4
"Aberdeen","United Kingdom",4
"Adazi","Latvia",4
"Aiken","United States",4
"Aiken's Tavern Historic District","United States",4
"Albany","New Zealand",4
"Albemarle","United States",4
"Alcochete","Portugal",4
"Algueirão–Mem Martins","Portugal",4
"Alice Springs","Australia",4
"Anaheim","United States",4
"Angarsk","Russia",4
"Annandale","Australia",4
"Anoka","United States",4
"Apple Valley","United States",4
"Atwell","Australia",4
"Avelin","France",4
"Azusa","United States",4
"Balga","Australia",4
"Ballajura","Australia",4
"Baraboo","United States",4
"Bartoszyce","Poland",4
"Bavel","Netherlands",4
"Baxter","United States",4
"Bear","United States",4
"Beaumont Hills","Australia",4
"Bedford","Canada",4
"Beenleigh","Australia",4
"Belgrade","United States",4
"Bellalago","United States",4
"Beloit","United States",4
"Bentonville","United States",4
"Bergambacht","Netherlands",4
"Berry","Australia",4
"Bialystok","Poland",4
"Birkenhead","United Kingdom",4
"Bjärred","Sweden",4
"Blackburn","United Kingdom",4
"Blacktown","Australia",4
"Bluffdale","United States",4
"Blyth","United Kingdom",4
"Bodø","Norway",4
"Bongaree","Australia",4
"Bonville","Australia",4
"Boondall","Australia",4
"Boonsboro","United States",4
"Botoşani","Romania",4
"Bradbury","Australia",4
"Brainerd","United States",4
"Brandon","Canada",4
"Bridge of Don","United Kingdom",4
"Bristol","United Kingdom",4
"Broadfield South","United Kingdom",4
"Bucharest","Romania",4
"Buck Lake","United States",4
"Budakalász","Hungary",4
"Bundamba","Australia",4
"Burnsville","United States",4
"Bury","United Kingdom",4
"Byker","United Kingdom",4
"California","United States",4
"Calverton","United States",4
"Cambridge","Australia",4
"Camden","United States",4
"Campsie","Australia",4
"Cannon Falls","United States",4
"Carindale","Australia",4
"Carrum Downs","Australia",4
"Caseyville","United States",4
"Castlemaine","Australia",4
"Cayey","United States",4
"Celje","Slovenia",4
"Centreville","United States",4
"Chambly","Canada",4
"Champaign","United States",4
"Charles Town","United States",4
"Chatham","United States",4
"Chelyabinsk","Russia",4
"Chino Valley","United States",4
"Chita","Russia",4
"Chubbuck","United States",4
"Clackamas","United States",4
"Claremont Meadows","Australia",4
"Clarkson","Australia",4
"Clermont","United States",4
"Cobham","United Kingdom",4
"Colebee","Australia",4
"Colonial Place-Riverview","United States",4
"Colonie","United States",4
"Concepción","Chile",4
"Connerton","United States",4
"Cooma","Australia",4
"Coquelles","France",4
"Cornwall","Canada",4
"Cosenza","Italy",4
"Cracow","Poland",4
"Crossways","United Kingdom",4
"Crown Hill","United States",4
"Custines","France",4
"Cutler Bay","United States",4
"Danville","United States",4
"Davidsonville Historic District","United States",4
"Davie","United States",4
"Dayton","United States",4
"Derrimut","Australia",4
"Detroit Lakes","United States",4
"Doonside","Australia",4
"Dundalk","Ireland",4
"Dupont","United States",4
"Dushanbe","Tajikistan",4
"East Maitland","Australia",4
"Eatons Hill","Australia",4
"Eidsvoll","Norway",4
"Eisenstadt","Austria",4
"Elizabeth South","Australia",4
"Elk River","United States",4
"Encinitas","United States",4
"Engadine","Australia",4
"Eno","United States",4
"Esperance","Australia",4
"Everett","United States",4
"Eynesbury","Australia",4
"Falmouth","United Kingdom",4
"Figtree","Australia",4
"Fillmore","United States",4
"Flen","Sweden",4
"Fredericia","Denmark",4
"Fréthun","France",4
"Gandhinagar","India",4
"Gatton","Australia",4
"Gaziemir","Turkey",4
"Geelong","Australia",4
"Gieten","Netherlands",4
"Gilberts Corner","United States",4
"Gladstone Central","Australia",4
"Glenarden","United States",4
"Glenelg","United States",4
"Glenella","Australia",4
"Gloucester","United States",4
"Gloucester Township","United States",4
"Godim","Portugal",4
"Godley Station","United States",4
"Goldsboro","United States",4
"Grand Blanc","United States",4
"Granite Falls","United States",4
"Greater Sudbury","Canada",4
"Greenwith","Australia",4
"Gregory Hills","Australia",4
"Gribbylund","Sweden",4
"Grimsby","United Kingdom",4
"Grovedale","Australia",4
"Grudziądz","Poland",4
"Guildford","Australia",4
"Gulf Breeze","United States",4
"Gungahlin","Australia",4
"Gwynneville","Australia",4
"Gällivare","Sweden",4
"Halifax","Canada",4
"Halls Head","Australia",4
"Hallstahammar","Sweden",4
"Hamilton","Bermuda",4
"Hamina","Finland",4
"Hampstead","United States",4
"Harrisburg","United States",4
"Harrison","United States",4
"Harvest Park","United States",4
"Havre de Grace","United States",4
"Haymarket","United States",4
"Hedemora","Sweden",4
"Hemmesta","Sweden",4
"Herten","Netherlands",4
"Hollywood Lakes","United States",4
"Hooglanderveen","Netherlands",4
"Horsham","Australia",4
"Huntington Beach","United States",4
"Hønefoss","Norway",4
"Hørsholm","Denmark",4
"Idar-Oberstein","Germany",4
"Indian Trail","United States",4
"Innisfail","Australia",4
"Ipswich","Australia",4
"Irkutsk","Russia",4
"Irondequoit","United States",4
"Isles at Palm Beach Gardens","United States",4
"Jamaica Plain","United States",4
